Total_Stops,Price,journey_month,journey_day,dep_hour,dep_mins,arr_hour,arr_mins,dur_hours,dur_minutes,dur_total,air_Air India,air_Business Class Flights,air_GoAir,air_IndiGo,air_Jet Airways,air_Multiple carriers,air_Premium Economy flights,air_SpiceJet,air_Vistara,src_Chennai,src_Delhi,src_Kolkata,src_Mumbai,dest_Cochin,dest_Delhi,dest_Hyderabad,dest_Kolkata,dest_New Delhi
0,4995,5,27,10,20,11,50,1,30,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,14641,3,24,16,50,18,30,25,40,1540,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4460,4,12,20,45,23,20,2,35,155,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10191,5,18,13,0,19,15,6,15,375,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13843,3,9,2,15,19,45,17,30,1050,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6349,5,1,21,50,3,35,5,45,345,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4409,5,1,10,20,12,55,2,35,155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,17024,3,6,18,15,19,45,25,30,1530,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13727,5,18,7,5,21,0,13,55,835,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,8855,3,15,18,25,21,20,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12524,6,24,8,45,19,0,10,15,615,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,13555,3,18,11,40,20,20,8,40,520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10844,6,6,6,30,12,0,5,30,330,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,13587,6,9,9,0,21,0,12,0,720,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3543,6,12,9,45,12,0,2,15,135,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,4842,3,18,7,5,9,20,2,15,135,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,3943,4,24,23,30,2,20,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10577,6,9,19,15,4,25,9,10,550,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6979,5,15,10,35,21,0,10,25,625,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,11982,6,27,17,45,20,5,2,20,140,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,5264,6,6,8,45,13,15,4,30,270,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,8001,3,3,6,0,9,10,3,10,190,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2,10651,6,1,19,45,19,15,23,30,1410,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10844,5,24,16,30,19,50,27,20,1640,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6601,3,27,9,45,22,20,12,35,755,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,6587,3,21,19,0,19,15,24,15,1455,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3173,3,21,13,10,14,30,1,20,80,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,5228,5,9,10,0,12,45,2,45,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5769,6,21,7,10,10,10,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14714,6,6,8,0,19,0,11,0,660,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13014,6,3,5,30,19,0,13,30,810,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3359,6,3,22,10,1,0,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6722,3,3,20,55,23,50,2,55,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4462,3,18,9,35,12,20,2,45,165,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6171,3,9,4,55,16,10,11,15,675,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,12303,5,21,5,50,20,25,14,35,875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7695,3,21,11,40,1,35,13,55,835,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,5684,6,24,11,25,1,30,14,5,845,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8366,6,12,16,50,7,55,15,5,905,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,19630,3,1,11,40,13,55,2,15,135,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,13502,3,6,14,5,5,5,15,0,900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14781,5,1,21,10,10,5,12,55,775,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6513,6,12,7,10,16,10,9,0,540,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,9929,6,1,7,0,19,15,12,15,735,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,18275,6,6,17,50,1,30,7,40,460,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,4487,4,9,6,5,9,25,27,20,1640,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,2754,3,15,21,20,22,45,1,25,85,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2575,3,27,6,20,7,40,1,20,80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,8224,6,12,15,55,21,25,5,30,330,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,8991,3,9,20,30,8,15,11,45,705,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5000,6,24,5,35,8,50,3,15,195,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8529,6,12,18,55,19,50,24,55,1495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14042,3,3,6,5,9,25,27,20,1640,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4030,5,24,11,10,14,5,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10844,6,6,18,55,12,0,17,5,1025,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4804,5,6,21,25,0,5,2,40,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7308,5,27,17,30,1,30,8,0,480,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,4823,5,12,16,55,19,55,3,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10262,6,24,9,0,12,35,27,35,1655,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12898,5,27,20,55,4,25,7,30,450,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,12778,3,12,17,25,16,20,22,55,1375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14871,3,3,4,45,13,20,8,35,515,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,8708,3,21,13,20,19,15,29,55,1795,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10844,6,6,20,0,18,15,22,15,1335,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4129,3,6,5,45,7,5,1,20,80,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,4804,5,18,21,25,0,5,2,40,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7229,5,6,8,20,11,20,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7832,3,21,7,0,19,10,12,10,730,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3859,3,18,9,30,12,5,2,35,155,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,9001,6,6,7,30,19,15,11,45,705,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,4878,5,9,17,0,19,35,2,35,155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,2754,5,3,2,35,4,5,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4668,6,27,7,0,9,40,2,40,160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,5216,5,12,10,20,12,55,2,35,155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,10368,6,6,5,30,4,25,22,55,1375,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,8146,3,9,6,40,21,20,14,40,880,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12242,3,27,13,0,4,25,15,25,925,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9134,3,15,8,0,15,15,7,15,435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10939,6,6,13,15,9,25,20,10,1210,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11753,6,6,10,55,7,40,20,45,1245,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4174,4,24,17,10,19,40,2,30,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,10844,5,21,20,0,19,50,23,50,1430,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14714,6,3,16,0,19,0,27,0,1620,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9899,6,12,6,30,12,0,5,30,330,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14871,3,3,9,10,21,0,11,50,710,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,7295,3,6,13,20,15,35,2,15,135,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,13465,6,6,18,45,19,15,24,30,1470,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3543,5,21,17,45,20,5,2,20,140,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,7198,6,27,19,0,1,30,6,30,390,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,6,1,8,0,4,25,20,25,1225,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4148,3,15,15,20,17,55,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,8016,6,27,15,15,18,10,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10262,6,9,22,50,4,25,5,35,335,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3841,6,15,14,55,17,25,2,30,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,11507,3,12,9,45,0,30,14,45,885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14781,5,1,8,25,20,45,12,20,740,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16079,5,27,17,30,19,0,25,30,1530,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12898,5,27,22,50,4,25,5,35,335,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,15353,3,6,7,30,19,15,11,45,705,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,7303,3,24,18,25,21,20,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6197,3,24,15,5,20,45,5,40,340,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,8996,6,9,9,10,13,15,4,5,245,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6528,3,21,14,20,22,20,8,0,480,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4239,4,9,20,55,23,40,2,45,165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4148,3,12,20,25,23,5,2,40,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3971,5,24,21,10,0,5,2,55,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,5192,5,6,7,35,23,30,15,55,955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,9483,4,9,13,25,12,35,23,10,1390,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,18804,6,3,11,40,19,0,7,20,440,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5201,6,18,5,10,8,0,2,50,170,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,16079,5,27,11,30,19,0,7,30,450,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,7229,6,15,19,50,22,50,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6795,5,27,17,45,1,30,7,45,465,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,10953,5,9,9,35,10,55,25,20,1520,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,15965,6,24,15,5,1,30,10,25,625,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,9968,4,9,12,55,19,15,30,20,1820,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4804,6,6,22,15,0,50,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16079,5,27,10,0,19,0,9,0,540,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11507,6,12,21,25,12,35,15,10,910,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11542,6,9,9,25,13,45,28,20,1700,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7229,4,24,17,45,20,45,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4544,4,27,6,0,8,45,2,45,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6496,5,15,5,10,10,5,4,55,295,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4804,6,15,21,25,0,5,2,40,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,13439,3,1,11,5,9,15,22,10,1330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6540,3,27,18,15,4,25,10,10,610,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4591,6,1,23,30,2,20,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4437,3,18,16,15,20,35,4,20,260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6151,3,21,20,10,7,10,11,0,660,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,7754,6,21,17,45,20,45,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10262,6,24,14,0,12,35,22,35,1355,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,8016,6,9,18,55,22,0,3,5,185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4781,3,24,6,55,9,35,2,40,160,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,4668,6,27,11,30,14,20,2,50,170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,14594,3,6,11,50,8,55,21,5,1265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14231,3,24,16,55,4,45,11,50,710,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8425,5,15,5,15,6,50,25,35,1535,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9646,6,12,7,5,22,30,15,25,925,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,7295,3,3,14,40,17,5,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,5162,4,9,6,50,10,30,3,40,220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6860,3,9,18,25,21,20,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6216,4,15,6,0,9,10,3,10,190,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,5192,5,24,7,35,19,25,11,50,710,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4823,4,9,20,0,22,50,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3919,4,3,9,30,12,20,2,50,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,2754,6,3,19,5,20,35,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,9315,5,9,7,30,19,0,11,30,690,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,11667,3,27,10,0,18,50,8,50,530,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,6224,6,12,8,25,4,40,20,15,1215,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,13349,3,24,9,25,5,35,20,10,1210,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11087,3,18,16,55,9,0,16,5,965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,15603,3,6,13,0,1,35,12,35,755,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,15129,5,9,19,30,12,35,17,5,1025,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4823,4,9,16,55,19,55,3,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,8452,5,1,7,10,22,40,15,30,930,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,12524,6,6,7,30,19,0,11,30,690,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3384,3,27,17,45,20,5,2,20,140,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,10262,6,1,19,15,19,0,23,45,1425,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1965,6,18,13,15,14,45,1,30,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,4804,5,18,22,15,0,50,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16079,5,27,18,15,19,0,24,45,1485,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13292,6,1,21,25,19,0,21,35,1295,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6751,5,9,7,55,13,25,5,30,330,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8669,5,15,7,0,19,15,12,15,735,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14871,3,3,17,30,1,35,8,5,485,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12898,5,21,14,0,19,0,5,0,300,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3919,6,6,9,30,12,20,2,50,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,36983,3,1,12,50,19,15,6,25,385,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3597,6,3,19,35,21,55,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,10741,3,9,17,0,19,45,2,45,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,11432,6,6,16,50,5,35,12,45,765,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11087,3,12,18,55,10,45,15,50,950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,13292,6,3,9,35,12,35,27,0,1620,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
3,10493,6,15,5,15,7,40,26,25,1585,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,7631,3,9,7,45,10,40,2,55,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,13381,6,6,6,50,7,40,24,50,1490,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13731,6,6,20,0,4,40,8,40,520,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,11911,5,21,5,55,7,40,25,45,1545,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4591,4,18,23,30,2,20,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14848,6,3,13,0,19,15,6,15,375,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,8266,6,12,8,45,19,15,10,30,630,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,12392,5,18,17,15,19,15,26,0,1560,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13044,6,12,18,55,12,0,17,5,1025,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12898,5,21,7,5,4,25,21,20,1280,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12242,3,21,22,50,4,25,5,35,335,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,5,18,10,10,13,0,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,11105,3,24,20,20,22,10,25,50,1550,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,14388,5,12,21,10,9,20,12,10,730,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,13014,5,18,19,30,12,35,17,5,1025,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,15411,3,6,10,20,18,50,8,30,510,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,16289,3,9,19,45,18,50,23,5,1385,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6442,5,15,6,50,16,10,9,20,560,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10844,5,18,8,25,16,20,7,55,475,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5678,5,18,10,20,11,50,1,30,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,6906,4,12,23,30,2,20,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3543,5,21,9,45,12,0,2,15,135,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,14714,6,6,9,0,19,0,10,0,600,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,11793,3,3,16,0,18,35,2,35,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,14323,5,15,11,30,19,15,7,45,465,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3971,4,9,21,10,0,5,2,55,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,8452,5,6,20,20,22,40,26,20,1580,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,5403,4,12,7,0,9,40,2,40,160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,13727,5,9,10,0,21,0,11,0,660,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,12639,4,1,10,0,5,25,19,25,1165,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5198,4,18,15,15,18,10,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4878,6,1,19,30,22,15,2,45,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,12373,5,18,19,45,19,0,23,15,1395,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8552,3,3,7,10,16,10,9,0,540,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,6741,4,21,14,40,17,50,3,10,190,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,6481,4,9,12,50,19,15,6,25,385,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,7354,6,6,10,35,19,15,8,40,520,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,5228,4,21,21,5,23,55,2,50,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10844,5,12,8,25,20,45,12,20,740,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6347,5,18,6,50,12,10,5,20,320,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5013,3,15,8,15,12,15,4,0,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9663,6,9,18,55,4,40,9,45,585,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4823,4,6,18,25,21,20,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,13381,6,24,16,55,19,15,26,20,1580,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3543,6,1,9,45,12,0,2,15,135,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,9663,5,15,18,55,4,40,9,45,585,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7064,4,1,18,55,19,50,24,55,1495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10262,6,9,7,5,19,0,11,55,715,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13013,6,1,10,55,19,15,8,20,500,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,15339,6,27,19,10,12,35,17,25,1045,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4937,4,18,11,40,14,30,2,50,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6818,6,6,5,5,12,10,7,5,425,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,10441,5,18,22,0,19,15,21,15,1275,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5177,4,3,14,0,19,0,5,0,300,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3858,6,27,11,35,14,0,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,6534,5,18,21,0,2,15,5,15,315,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6795,6,15,10,20,1,30,15,10,910,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,9736,6,3,7,30,19,15,11,45,705,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
